No,기관명,기관유형,주무부처,설립일,기관장,기관장 임기,소재지,주소,홈페이지,상위기관,x,y
261.0,한국원자력환경공단,준정부기관(위탁집행형),산업통상자원부,20090101.0,조성돈,20230525-20260524,경상북도,경상북도 경주시 충효천길 19,www.korad.or.kr,-,129.196868309458,35.8402398290981
262.0,한국의료기기안전정보원,기타공공기관,식품의약품안전처,20120518.0,김태영,20220225-20240224,서울특별시,"서울특별시 구로구 디지털로30길 28, 마리로타워 102, 208, 303-1, 305호, 312호", http://www.nids.or.kr,-,126.895281502292,37.4821079378772
263.0,한국의료분쟁조정중재원,기타공공기관,보건복지부,20120409.0,박은수,20220103-20250102,서울특별시,"서울특별시 중구 소월로2길 30, 티타워빌딩 8층, 9층, 21층",https://www.k-medi.or.kr,-,126.975612746457,37.5539946799726
264.0,한국의약품안전관리원,기타공공기관,식품의약품안전처,20120106.0,오정완,20211025-20241024,경기도,"경기도 안양시 동안구 부림로 169번길 30, 4~6층",www.drugsafe.or.kr,-,126.960801311053,37.3973688812728
265.0,한국인터넷진흥원,준정부기관(위탁집행형),과학기술정보통신부,20090723.0,이상중,20240115-20270114,전라남도,전라남도 나주시 진흥길 9(빛가람동 301-2),www.kisa.or.kr,-,126.795355431225,35.0184830812
266.0,한국임업진흥원,기타공공기관,산림청,20120126.0,최무열,20240213-20270212,서울특별시,서울특별시 강서구 공항대로 475(등촌동),www.kofpi.or.kr,-,126.859779748681,37.5536177805536
267.0,한국자산관리공사,준정부기관(기금관리형),금융위원회,19620406.0,권 남 주,20220118-20250117,부산광역시,"부산광역시 남구 문현금융로 40, 부산국제금융센터",http://www.kamco.or.kr/,-,129.065854840531,35.1464917263976
268.0,한국잡월드,기타공공기관,고용노동부,20111103.0,이병균,20230731-20260730,경기도,경기도 성남시 분당구 분당수서로501,http://www.koreajobworld.or.kr,-,127.106393759631,37.3784945143157
269.0,한국장애인개발원,기타공공기관,보건복지부,19890428.0,이경혜,20230307-20260306,서울특별시,서울특별시 영등포구 의사당대로 22 이룸센터 5층,https://www.koddi.or.kr,-,126.917843631999,37.526869878743
270.0,한국장애인고용공단,준정부기관(위탁집행형),고용노동부,19900901.0,조향현,20210302-20240301,경기도,경기도 성남시 분당구 구미로 173번길 59,https://www.kead.or.kr,-,127.123429363176,37.3484392723955
271.0,한국장학재단,준정부기관(위탁집행형),교육부,20090507.0,배병일,20230101-20251231,대구광역시,대구광역시 동구 신암로 125,www.kosaf.go.kr,-,128.612950848707,35.8811719335768
272.0,한국재정정보원,기타공공기관,기획재정부,20160701.0,박용주,20211006-20241005,서울특별시,서울특별시 중구 퇴계로 10 (남대문로5가),www.fis.kr,-,126.974344108057,37.5562754669305
273.0,한국저작권보호원,기타공공기관,문화체육관광부,20160930.0,박정렬,20220916-20250915,서울특별시,"서울특별시 마포구 월드컵북로 400, (상암동, 서울경제진흥원 4층, 9층, 10층)", www.kcopa.or.kr,-,126.889839335259,37.5806561786855
274.0,한국저작권위원회,기타공공기관,문화체육관광부,20090723.0, 공석,-,경상남도,경상남도 진주시 소호로 117(충무공동),www.copyright.or.kr,-,128.134228053474,35.1791998940645
275.0,한국전기안전공사,준정부기관(위탁집행형),산업통상자원부,19740607.0,박지현,20210225-20240224,전라북도,전라북도 완주군 이서면 안전로 111,http://www.kesco.or.kr,-,127.056132126937,35.8348668592133
276.0,한국전력거래소,준정부기관(위탁집행형),산업통상자원부,20010402.0,정동희,20210401-20250331,전라남도,전라남도 나주시 빛가람로 625,https://www.kpx.or.kr,-,126.781021833454,35.0227024756082
277.0,한국전력공사,공기업(시장형),산업통상자원부,19610701.0,김동철,20230919-20260918,전라남도,전라남도 나주시 전력로 55, home.kepco.co.kr,-,126.78445368522,35.0263692039959
278.0,한국전력국제원자력대학원대학교,기타공공기관,산업통상자원부,20110919.0, 공석,-,울산광역시,울산광역시 울주군 서생면 해맞이로 658-91,https://kings.ac.kr,-,129.30880326391,35.3338787105223
279.0,한국전력기술주식회사,공기업(준시장형),산업통상자원부,19751001.0,김성암,20210507-20240506,경상북도,경상북도 김천시 혁신로 269(율곡동),www.kepco-enc.com,-,128.178874205234,36.1246928531847
280.0,한국제품안전관리원,기타공공기관,산업통상자원부,20180921.0,이재만,20211101-20241031,서울특별시,"서울특별시 서초구 매헌로 16, 양재하이브랜드 17층",www.kips.kr,-,127.036947909974,37.462467348157
281.0,한국조세재정연구원,기타공공기관,국무조정실,19920715.0,김재진,20210531-20240530,세종특별자치시,세종특별자치시 시청대로 336(반곡동),www.kipf.re.kr,-,127.301039807539,36.492485999904
282.0,한국조폐공사,공기업(준시장형),기획재정부,19511001.0,성창훈,20231013-20261012,대전광역시,대전광역시 유성구 과학로 80-67(가정동),www.komsco.com,-,127.370534224568,36.3784711714806
283.0,한국주택금융공사,준정부기관(기금관리형),금융위원회,20040301.0,최준우,20210205-20240204,부산광역시,부산광역시 부산광역시 남구 문현금융로 40(문현동) 부산국제금융센터,www.hf.go.kr,-,129.065854840531,35.1464917263976
284.0,한국중부발전(주),공기업(시장형),산업통상자원부,20010402.0,김호빈,20210426-20240425,충청남도,충청남도 보령시 보령북로 160(대천동),www.komipo.co.kr,-,126.590116966583,36.3557371150197
285.0,한국지능정보사회진흥원,준정부기관(위탁집행형),과학기술정보통신부,19870130.0,황종성,20220824-20250823,대구광역시,대구광역시 동구 첨단로 53(신서동), www.nia.or.kr,-,128.729752896209,35.8809463825037
286.0,한국지식재산보호원,기타공공기관,특허청,20200805.0,김용선,20221214-20251213,서울특별시,"서울특별시 강남구 테헤란로 131(역삼동, 한국지식재산센터 6층)",https://www.koipa.re.kr,-,127.032937953168,37.5000818732753
287.0,한국지식재산연구원,기타공공기관,특허청,20051209.0,손승우,20210817-20240816,서울특별시,"서울특별시 강남구 테헤란로 131(지식재산센터) 3층, 9층",www.kiip.re.kr,-,127.032937953168,37.5000818732753
288.0,한국지역난방공사,공기업(시장형),산업통상자원부,19851101.0,정용기,20221129-20251128,경기도,경기도 성남시 분당구 분당로 368,www.kdhc.co.kr,-,127.147186,37.365324
289.0,한국직업능력연구원,기타공공기관,국무조정실,19970910.0,고혜원,20240328-20270327,세종특별자치시,세종특별자치시 시청대로 370(반곡동) 세종국책연구단지 사회정책동(D동),www.krivet.re.kr,-,127.304482409755,36.4959005735933
290.0,한국철도공사,공기업(준시장형),국토교통부,20050101.0,한문희,20230724-20260723,대전광역시,대전광역시 동구 중앙로 240 (소제동) ,www.korail.com,-,127.435993263371,36.3317082508479
291.0,한국청소년상담복지개발원,기타공공기관,여성가족부,19930215.0,윤효식,20211220-20241219,부산광역시,부산광역시 해운대구 센텀중앙로 79 센텀사이언스파크,http://www.kyci.or.kr,-,129.126513499207,35.1740782852492
292.0,한국청소년정책연구원,기타공공기관,국무조정실,19890617.0,백일현,20240429-20270428,세종특별자치시,세종특별자치시 시청대로 370 세종국책연구단지 사회정책동(D동) 6/7층,www.nypi.re.kr,-,127.304482409755,36.4959005735933
293.0,한국청소년활동진흥원,기타공공기관,여성가족부,20100818.0,손연기,20221121-20251120,서울특별시,"서울특별시 서대문구 경기대로47 2, 5층",www.kywa.or.kr,-,126.96237696604,37.5638209021699
294.0,한국체육산업개발(주),기타공공기관,문화체육관광부,19900725.0,신치용,20230908-20260907,서울특별시,서울특별시 송파구 올림픽로 424(방이동),http://www.ksponco.or.kr/,-,127.115517876627,37.5203396980951
295.0,한국출판문화산업진흥원,기타공공기관,문화체육관광부,20120727.0,김준희,20211228-20241227,전라북도,전라북도 전주시 덕진구 중동로 63, http://www.kpipa.or.kr,-,127.063611310967,35.8390818325276
296.0,한국치산기술협회,기타공공기관,산림청,20090105.0,최병암,20230101-20241231,충청북도,충청북도 청주시 흥덕구 오송읍 오송생명3로 150,https://www.kafet.or.kr,-,127.324611833453,36.6246051657318
297.0,한국콘텐츠진흥원,기타공공기관,문화체육관광부,20090507.0,조현래,20210903-20240902,전라남도,전라남도 나주시 교육길 35,https://www.kocca.kr/,-,126.781778020051,35.0197250535928
298.0,한국탄소산업진흥원,기타공공기관,산업통상자원부,20030314.0, 공석,-,전라북도,전라북도 전주시 덕진구 반룡로 110-11,www.kcarbon.or.kr,-,127.083167617683,35.8601198981411
299.0,한국토지주택공사,공기업(준시장형),국토교통부,20091001.0,이한준,20221111-20251110,경상남도,"경상남도 진주시 충의로 19, 한국토지주택공사",www.lh.or.kr,-,128.14576837039,35.1781697810343
300.0,한국투자공사,기타공공기관,기획재정부,20050701.0,진승호,20210518-20240517,서울특별시,"서울특별시 중구 퇴계로 100 스테이트타워남산 15, 17, 18, 19층",www.kic.kr,-,126.982926486564,37.5602069895052
301.0,한국특허기술진흥원,기타공공기관,특허청,20220804.0,김명섭,20230601-20260531,대전광역시,대전광역시 서구 문정로 48번길 48(탄방동),www.kipro.or.kr,-,127.384061443964,36.3447243011965
302.0,한국특허전략개발원,기타공공기관,특허청,20200805.0,이재우,20220225-20250224,대전광역시,"대전광역시 중구 대종로540 유안타증권빌딩 14층, 15층",www.kista.re.kr,-,127.422830753089,36.3316452371659
303.0,한국특허정보원,기타공공기관,특허청,19950707.0,현성훈,20230102-20260101,대전광역시,"대전광역시 서구 둔산서로 137, 5층(둔산동, KDB빌딩)",www.kipi.or.kr,-,127.38262366192,36.3590439827489
304.0,한국학중앙연구원,기타공공기관,교육부,19780630.0, 공석,-,경기도,경기도 경기도 성남시 분당구 하오개로 323(운중동),http://www.aks.ac.kr,-,127.055265494451,37.3919352469301
305.0,한국한의약진흥원,기타공공기관,보건복지부,20190612.0,정창현,20210423-20240422,경상북도,경상북도 경산시 화랑로 94(갑제동),www.nikom.or.kr,-,128.766835578959,35.8231000169517
306.0,한국항로표지기술원,기타공공기관,해양수산부,20180718.0,박광열,20220609-20250608,세종특별자치시,"세종특별자치시 아름서1길 13-9, 6층(아름동, 다올비즈니스센터)",www.katon.or.kr,-,127.242604376472,36.5116705456461
307.0,한국해양과학기술원,기타공공기관,해양수산부,20120701.0, 공석,-,부산광역시,부산광역시  영도구 해양로 385, www.kiost.ac.kr,-,129.078708873135,35.075783163218
308.0,한국해양교통안전공단,준정부기관(위탁집행형),해양수산부,20190701.0,김준석,20221201-20251130,세종특별자치시,세종특별자치시 아름서길 27(아름동),https://www.komsa.or.kr,-,127.242883396127,36.5145072610075
309.0,한국해양수산개발원,기타공공기관,국무조정실,19970418.0,김종덕,20211227-20241226,부산광역시,부산광역시 영도구 해양로301번길 26(동삼동),www.kmi.re.kr,-,129.077418220797,35.0793327337505
310.0,한국해양수산연수원,기타공공기관,해양수산부,19980101.0,김민종,20220204-20250203,부산광역시,부산광역시 부산광역시 영도구 해양로 367,www.seaman.or.kr,-,129.078565246694,35.0775147890843
311.0,한국해양조사협회,기타공공기관,해양수산부,20060131.0,김백수,20240513-20270512,서울특별시,"서울특별시 금천구 가산디지털1로 70, 1305호(호서대벤처타워)",www.khra.kr,-,126.886110038559,37.4723085472631
312.0,한국해양진흥공사,기타공공기관,해양수산부,20180705.0,김양수,20210823-20240822,부산광역시,"부산광역시 해운대구 마린시티2로 38, 씨1동 7층(우동, 해운대아이파크)",www.kobc.or.kr,-,129.143328681551,35.157037795554
313.0,한국해외인프라도시개발지원공사,기타공공기관,국토교통부,20180608.0,이강훈,20210929-20240928,서울특별시,"서울특별시 영등포구 국제금융로 10, 50층(여의도동, Three IFC)",www.kindkorea.or.kr,-,126.924876706923,37.5251775245928
314.0,한국행정연구원,기타공공기관,국무조정실,19910927.0,최상한,20210802-20240801,서울특별시,서울특별시 은평구 진흥로 235,www.kipa.re.kr,-,126.935395524395,37.6098566150242
315.0,한국형사·법무정책연구원,기타공공기관,국무조정실,19890316.0,하 태 훈,20220802-20240801,서울특별시,서울특별시 서초구 태봉로 114,http://www.kicj.re.kr,-,127.02834681855,37.4658841978011
316.0,한국환경공단,준정부기관(위탁집행형),환경부,20100101.0,안병옥,20211231-20241230,인천광역시,"인천광역시 서구 환경로 42(경서동, 종합환경연구단지)",www.keco.or.kr,-,126.638516391271,37.5691818448729
317.0,한국환경보전원,기타공공기관,환경부,20231201.0,신진수,20231113-20261112,서울특별시,서울특별시 성동구 광나루로 320-2,www.keci.or.kr,-,127.064945340147,37.5479055282771
318.0,한국환경산업기술원,준정부기관(위탁집행형),환경부,20090408.0,최흥진,20220913-20250912,서울특별시,서울특별시  은평구 불광동 진흥로 215,www.keiti.re.kr,-,126.934324904596,37.6098717913874
319.0,한국환경연구원,기타공공기관,국무조정실,19930129.0,이창훈,20220128-20250127,세종특별자치시,세종특별자치시 시청대로 370 세종국책연구단지 B동 8층~11층,https://www.kei.re.kr,-,127.304482409755,36.4959005735933
320.0,한식진흥원,기타공공기관,농림축산식품부,20100310.0,임경숙,20210806-20240805,서울특별시,서울특별시 종로구 북촌로18,http://www.hansik.or.kr,-,126.985838684851,37.5784106376538
321.0,한전KDN,공기업(준시장형),산업통상자원부,19920123.0,김장현,20210403-20240325,전라남도,전라남도 나주시 빛가람로 661 한전KDN,https://www.kdn.com,-,126.782115725548,35.0228178377698
322.0,한전KPS(주),공기업(준시장형),산업통상자원부,19840401.0, 김홍연,20210625-20240624,전라남도,전라남도 나주시 문화로 211(빛가람동 377),www.kps.co.kr,-,126.783250721752,35.0176975179306
323.0,한전MCS(주),기타공공기관,산업통상자원부,20190325.0,정성진,20230201-20260131,전라남도,"전라남도 나주시 상야1길 7, 506호 (빛가람동)",https://www.kepcomcs.co.kr,-,126.785873020836,35.0226404638386
324.0,한전원자력연료주식회사,기타공공기관,산업통상자원부,19821111.0,최익수,20210317-20240316,대전광역시,대전광역시 유성구 대덕대로 989번길 242(덕진동),www.knfc.co.kr,-,127.375124652151,36.426726247562
325.0,항공안전기술원,기타공공기관,국토교통부,20130419.0,이대성,20210916-20240915,인천광역시,인천광역시 서구 로봇랜드로 155-11 로봇타워,www.kiast.or.kr,-,126.610873870713,37.5195650696991
326.0,해양수산과학기술진흥원,기타공공기관,해양수산부,20051116.0,오운열,20211101-20241031,서울특별시,서울특별시 서초구 마방로 60 동원에프앤비 빌딩 8~10층,https://www.kimst.re.kr,-,127.043741743515,37.4771795240907
327.0,해양환경공단,공기업(준시장형),해양수산부,20080121.0,한기준,20210326-20240325,서울특별시,서울특별시 송파구 송파대로28길 28(가락동),www.koem.or.kr,-,127.121013801741,37.4945424916729
328.0,국가수리과학연구소,기타공공기관,과학기술정보통신부,20051001.0, 공석,-,대전광역시,대전광역시 유성구 유성대로 1689번길 70,http://www.nims.re.kr,기초과학연구원,127.400296818091,36.4031739467613
329.0,소프트웨어정책연구소,기타공공기관,과학기술정보통신부,20140331.0,김형철,20230101-20251231,경기도,경기도 성남시 분당구 대왕판교로 712번길 22 글로벌 R&D센터 연구동(B) 4층,https://www.spri.kr/,정보통신산업진흥원,127.101823295514,37.4064677978574
330.0,정보통신기획평가원,준정부기관(위탁집행형),과학기술정보통신부,20140401.0,전성배,20210101-20231231,대전광역시,대전광역시 유성구 유성대로 1548,http://www.iitp.kr,한국연구재단,127.383753275914,36.4063981948197
331.0,극지연구소,기타공공기관,해양수산부,20040416.0,신형철,20231214-20261213,인천광역시,인천광역시 연수구 송도미래로26 극지연구소,http://www.kopri.re.kr,한국해양과학기술원,126.646653702662,37.3680575179689
332.0,선박해양플랜트연구소,기타공공기관,해양수산부,20131028.0,홍기용,20221121-20251120,대전광역시,대전광역시  유성구 유성대로 1312번길 32,www.kriso.re.kr,한국해양과학기술원,127.365114305665,36.3983817215268
333.0,국가과학기술인력개발원,기타공공기관,과학기술정보통신부,20071101.0,배태민,20230816-20260815,충청북도,충청북도 청주시 청원구 오창읍 양청4길 45,www.kird.re.kr,한국과학기술기획평가원,127.438273761673,36.7273670989952
334.0,KDI국제정책대학원,기타공공기관,국무조정실,19971205.0,유종일,20210913-20240912,세종특별자치시,세종특별자치시 남세종로 263,www.kdischool.ac.kr,한국개발연구원,127.309690998723,36.4810968523362
335.0,동남권원자력의학원,기타공공기관,과학기술정보통신부,20100716.0,이창훈,20231117-20251116,부산광역시,부산광역시 기장군 장안읍 좌동길 40,www.dirams.re.kr,한국원자력의학원,129.2443306989,35.3218426986741
336.0,분당서울대학교병원,기타공공기관,교육부,20030415.0,김영태,20230306-20260305,경기도,경기도 성남시 분당구 구미로173번길 82(구미동),www.snubh.org,서울대학교병원,127.124485012105,37.3520254308069
337.0,국민건강보험공단 일산병원,준정부기관(위탁집행형),보건복지부,20000303.0,한창훈,20240328-20270327,경기도,경기도 고양시 일산동구 일산로 100,https://www.nhimc.or.kr/,국민건강보험공단,126.793040196618,37.6454753592134
338.0,서울요양원,준정부기관(위탁집행형),보건복지부,20141111.0,고치범,20240101-20261231,서울특별시,서울특별시  강남구 헌릉로590길 50(세곡동 520번지),www.서울요양원.kr,국민건강보험공단,127.104020538506,37.4613703663442
339.0,육아정책연구소,기타공공기관,국무조정실,20050930.0,황옥경,20240509-20270508,서울특별시,서울특별시 중구 소공로 70 9층,"
www.kicce.re.kr  
",경제인문사회연구회,126.982169090151,37.5615987374058
